K159;021;022;u021;051;052;081;082;111;112;421;481;651;652;711;712;713
2019-11-02 02:45;17;16;14;6;0;13;13;6;5;0;0;6;3;6;4;1
2019-11-02 03:00;;;;;;;;;;;;;;;;
2019-11-02 03:15;8;8;7;3;1;13;13;8;0;0;1;5;5;7;0;0
2019-11-02 03:30;12;9;10;3;1;10;10;4;2;1;0;4;5;4;1;3
2019-11-02 03:45;10;10;6;4;0;12;12;2;2;0;0;5;2;2;3;1
2019-11-02 04:00;6;6;7;2;0;9;9;5;3;0;0;3;0;4;1;0
2019-11-02 04:15;12;11;10;1;0;14;13;3;1;0;0;2;1;2;1;0
2019-11-02 04:30;10;10;12;2;1;12;12;6;1;0;1;3;3;6;1;0
2019-11-02 04:45;16;15;12;3;0;9;9;2;1;0;0;3;1;4;2;0
2019-11-02 05:00;3;3;3;4;1;4;4;4;3;0;0;4;2;4;3;0
2019-11-02 05:15;8;8;8;2;0;7;8;3;1;0;0;4;2;3;0;1
2019-11-02 05:30;11;10;8;1;0;9;9;3;0;0;1;4;2;4;0;0
2019-11-02 05:45;19;19;18;3;1;9;9;0;0;0;0;3;4;0;0;0
2019-11-02 06:00;5;5;7;2;0;8;8;9;0;0;0;3;1;7;0;0
2019-11-02 06:15;11;10;8;5;1;11;11;4;4;0;0;7;4;5;4;1
2019-11-02 06:30;21;20;20;10;0;13;12;7;3;0;0;12;5;6;1;1
2019-11-02 06:45;28;25;29;7;0;18;18;13;1;0;0;9;2;8;0;1
2019-11-02 07:00;16;15;15;8;0;18;17;13;3;0;5;12;3;10;1;2
2019-11-02 07:15;17;14;11;14;1;15;14;9;2;0;4;19;5;10;2;0
2019-11-02 07:30;36;28;29;8;2;26;23;14;3;1;8;9;1;9;3;0
2019-11-02 07:45;34;31;33;22;5;27;24;20;11;2;2;22;6;18;5;4
2019-11-02 08:00;33;28;35;15;6;35;34;17;6;3;3;20;7;12;3;3
2019-11-02 08:15;38;35;39;18;2;37;34;25;12;3;4;22;7;19;10;2
2019-11-02 08:30;41;34;40;32;3;50;51;30;14;5;4;37;4;24;9;5
2019-11-02 08:45;40;32;38;29;8;52;44;41;11;2;5;36;12;31;8;3
2019-11-02 09:00;52;47;52;31;13;61;51;31;12;3;5;35;17;28;9;4
2019-11-02 09:15;66;46;45;37;9;63;59;26;17;3;8;47;12;21;8;8
2019-11-02 09:30;64;56;54;41;10;70;64;26;19;1;1;44;9;26;13;6
2019-11-02 09:45;103;97;89;47;18;105;96;37;34;4;6;59;22;38;25;10
2019-11-02 10:00;80;73;77;44;22;99;90;47;25;2;6;44;25;43;15;12
2019-11-02 10:15;77;73;77;28;19;88;85;55;40;4;4;44;24;48;25;19
2019-11-02 10:30;94;87;95;52;25;91;88;44;31;3;6;49;30;27;23;10
2019-11-02 10:45;93;82;87;33;22;112;103;49;36;3;7;52;24;37;27;12
2019-11-02 11:00;105;99;107;43;19;82;75;63;47;3;8;58;19;50;34;15
2019-11-02 11:15;92;88;91;36;16;85;79;39;41;0;9;42;25;34;30;14
2019-11-02 11:30;104;92;95;41;19;100;90;50;45;3;4;43;25;41;35;14
2019-11-02 11:45;88;78;96;41;16;111;102;63;47;3;9;54;23;42;32;16
2019-11-02 12:00;97;82;88;46;20;114;103;66;56;8;5;51;24;56;39;18
2019-11-02 12:15;100;89;88;45;14;112;106;56;39;2;6;55;19;51;30;9
2019-11-02 12:30;94;80;85;46;17;116;98;54;51;7;7;48;22;46;35;16
2019-11-02 12:45;111;100;97;43;26;127;113;56;45;2;6;51;31;48;33;14
2019-11-02 13:00;116;100;100;49;30;121;103;61;45;3;7;56;35;54;39;12
2019-11-02 13:15;123;108;107;45;21;130;120;46;47;5;8;59;25;38;37;11
2019-11-02 13:30;111;95;103;49;23;113;104;52;36;3;4;59;28;44;26;10
2019-11-02 13:45;137;120;125;45;20;116;100;52;54;4;8;55;27;46;41;16
2019-11-02 14:00;96;85;94;52;27;98;91;68;62;5;5;64;35;56;47;13
2019-11-02 14:15;118;100;105;45;18;116;102;55;48;2;7;53;28;47;32;18
2019-11-02 14:30;108;99;96;46;14;93;83;65;54;4;9;49;22;50;40;14
2019-11-02 14:45;105;92;94;46;28;99;85;63;54;6;14;49;29;61;38;15
2019-11-02 15:00;116;102;100;48;17;121;107;65;55;6;5;51;25;57;35;23
2019-11-02 15:15;93;83;93;40;23;126;115;62;52;3;5;68;34;53;40;12
2019-11-02 15:30;113;109;100;43;22;106;99;72;66;4;8;48;27;74;56;12
2019-11-02 15:45;127;120;128;36;12;114;108;67;55;0;8;40;17;61;48;11
2019-11-02 16:00;98;90;100;41;14;107;97;77;77;9;2;44;21;66;60;16
2019-11-02 16:15;119;109;106;36;10;111;102;61;52;3;7;42;19;57;44;8
2019-11-02 16:30;101;91;91;40;18;125;113;72;64;6;7;48;26;73;44;22
2019-11-02 16:45;92;83;82;37;14;93;82;53;52;11;5;43;16;41;33;21
2019-11-02 17:00;125;115;120;43;21;105;90;63;56;5;8;54;21;54;42;13
2019-11-02 17:15;75;66;74;36;17;107;98;68;52;2;8;46;26;55;44;9
2019-11-02 17:30;67;58;73;45;13;95;89;73;57;5;3;53;20;65;42;16
2019-11-02 17:45;84;77;77;42;14;93;81;54;42;3;7;52;20;49;29;17
2019-11-02 18:00;79;79;82;24;14;96;82;53;49;2;2;32;20;50;39;16
2019-11-02 18:15;78;68;65;23;14;93;82;67;43;6;4;32;21;68;34;9
2019-11-02 18:30;77;70;81;28;6;73;64;45;39;5;4;30;9;34;24;16
2019-11-02 18:45;57;52;65;26;13;77;71;53;30;3;5;38;21;38;27;5
2019-11-02 19:00;65;59;65;27;13;72;59;49;39;2;5;33;22;43;30;11
2019-11-02 19:15;72;68;70;22;2;66;58;43;21;6;3;30;6;36;18;6
2019-11-02 19:30;67;52;58;20;6;58;48;30;23;5;8;17;10;23;16;9
2019-11-02 19:45;85;76;80;19;7;50;45;41;23;2;3;23;11;35;16;9
2019-11-02 20:00;59;52;52;12;4;71;66;38;28;0;8;19;5;38;13;12
2019-11-02 20:15;60;51;55;10;3;60;52;43;26;2;0;14;3;39;21;6
2019-11-02 20:30;58;52;55;16;4;58;55;44;31;2;4;16;6;37;26;6
2019-11-02 20:45;56;49;49;14;1;44;37;26;15;7;8;21;2;25;7;9
2019-11-02 21:00;55;47;49;15;5;49;44;32;23;4;4;15;7;27;16;8
2019-11-02 21:15;53;47;43;16;3;65;56;28;15;1;3;15;6;26;13;3
2019-11-02 21:30;53;47;54;17;0;47;43;41;23;1;1;22;3;33;17;6
2019-11-02 21:45;45;43;38;13;1;53;47;24;18;2;7;16;7;22;12;5
2019-11-02 22:00;52;48;47;14;2;54;51;43;20;3;4;16;5;42;17;5
2019-11-02 22:15;54;48;54;19;3;58;57;40;18;2;3;26;6;36;16;3
2019-11-02 22:30;56;53;58;18;1;63;60;38;24;0;0;22;6;31;19;6
2019-11-02 22:45;46;39;35;14;2;42;40;34;21;7;5;21;4;31;17;6
2019-11-02 23:00;36;34;37;9;1;59;56;30;19;7;4;16;4;25;13;9
2019-11-02 23:15;54;46;49;9;2;35;30;31;17;3;4;11;7;28;12;5
2019-11-02 23:30;31;27;30;11;1;49;42;29;17;1;3;15;5;27;11;5
2019-11-02 23:45;43;40;40;9;4;44;40;23;7;3;5;17;8;20;6;2
2019-11-03 00:00;25;22;23;8;3;45;41;30;14;3;2;8;3;27;11;2
2019-11-03 00:15;30;25;28;11;0;32;29;13;5;2;1;13;5;10;3;2
2019-11-03 00:30;29;25;21;8;1;44;41;18;7;4;1;10;5;18;5;3
2019-11-03 00:45;40;31;33;5;0;38;35;19;6;0;0;11;3;18;6;2
2019-11-03 01:00;26;24;24;9;2;34;32;29;6;0;0;11;8;28;6;0
2019-11-03 01:15;38;35;32;11;1;35;33;15;6;0;1;11;5;15;4;1
2019-11-03 01:30;20;16;16;6;0;21;20;18;6;0;0;8;2;17;3;2
2019-11-03 01:45;21;20;16;4;0;26;23;9;4;0;0;8;4;8;3;0
2019-11-03 02:00;18;17;14;3;0;17;18;16;5;0;0;3;0;12;3;1
2019-11-03 02:15;24;21;22;3;1;17;17;8;4;0;0;5;4;6;3;1
2019-11-03 02:30;21;20;18;2;0;13;13;4;0;0;0;4;3;6;1;0
2019-11-03 02:45;11;9;12;5;1;15;15;8;1;0;1;6;3;5;0;1
2019-11-03 03:00;20;18;14;5;0;17;16;9;0;0;0;6;1;9;0;0
2019-11-03 03:15;16;15;14;2;0;13;13;10;2;0;0;0;0;11;3;0
2019-11-03 03:30;14;12;11;2;0;15;14;10;3;0;1;4;3;10;5;0
2019-11-03 03:45;6;6;7;2;0;11;11;3;2;0;0;2;1;1;1;1
2019-11-03 04:00;7;7;9;4;1;13;13;8;2;0;0;7;6;6;0;0
2019-11-03 04:15;8;8;5;0;0;7;7;1;2;0;0;0;0;3;1;2
2019-11-03 04:30;10;10;12;3;0;10;10;3;1;0;1;3;4;2;1;0
2019-11-03 04:45;14;13;12;3;1;8;7;2;0;0;0;3;3;3;0;0
2019-11-03 05:00;4;4;4;2;0;12;12;1;2;0;0;2;2;2;0;0
2019-11-03 05:15;10;11;9;1;0;11;11;3;1;0;1;2;1;3;1;0
2019-11-03 05:30;7;7;5;1;0;11;11;3;1;0;0;5;4;4;2;0
2019-11-03 05:45;7;7;8;2;1;6;7;7;3;0;0;2;1;4;3;0
2019-11-03 06:00;9;8;8;3;0;11;11;2;0;0;0;4;2;2;1;0
2019-11-03 06:15;5;5;6;6;0;6;6;9;3;0;0;5;2;7;3;1
2019-11-03 06:30;10;9;13;5;0;10;10;10;3;0;0;7;2;6;0;0
2019-11-03 06:45;17;17;16;8;0;9;9;11;2;0;0;11;4;10;0;1
2019-11-03 07:00;13;13;13;9;1;11;11;6;0;0;0;9;4;5;1;0
2019-11-03 07:15;14;13;12;7;0;12;12;7;1;0;0;8;4;7;1;1
2019-11-03 07:30;11;11;14;4;0;9;8;10;4;0;0;5;2;7;0;1
2019-11-03 07:45;20;19;19;9;0;13;12;7;0;0;0;10;1;5;1;1
2019-11-03 08:00;17;16;16;9;0;16;13;7;3;0;4;12;2;4;3;1
2019-11-03 08:15;20;15;20;11;0;16;14;10;3;0;4;9;2;5;1;2
2019-11-03 08:30;23;19;23;11;0;21;17;13;4;2;4;20;2;8;2;2
2019-11-03 08:45;36;29;33;14;1;27;22;21;9;0;4;16;2;17;7;3
2019-11-03 09:00;22;17;23;11;3;27;22;12;6;6;4;13;6;8;5;1
2019-11-03 09:15;33;27;28;12;1;31;28;23;4;3;4;20;4;18;2;3
2019-11-03 09:30;52;49;47;29;8;47;43;18;7;5;4;36;13;20;1;4
2019-11-03 09:45;55;47;60;38;13;52;42;37;19;3;3;49;16;25;12;4
2019-11-03 10:00;59;49;51;24;12;43;42;26;12;3;6;23;14;22;8;5
2019-11-03 10:15;56;45;49;24;9;64;60;36;21;1;4;42;12;26;16;5
2019-11-03 10:30;52;43;49;31;9;51;45;33;19;5;3;44;14;23;13;7
2019-11-03 10:45;65;54;68;28;11;74;62;51;26;1;3;38;17;38;17;8
2019-11-03 11:00;64;59;64;27;16;77;70;34;17;5;8;34;22;26;10;8
2019-11-03 11:15;61;53;66;31;14;67;59;44;23;3;2;36;14;27;12;11
2019-11-03 11:30;62;55;60;39;10;74;66;37;26;0;5;49;18;28;20;7
2019-11-03 11:45;70;59;69;29;13;100;93;46;37;5;7;37;18;30;24;13
2019-11-03 12:00;76;67;75;32;13;75;68;54;29;3;6;39;16;41;23;9
2019-11-03 12:15;94;83;102;33;15;92;84;56;35;1;6;43;18;33;25;15
2019-11-03 12:30;103;71;74;24;9;95;86;45;33;5;4;42;16;40;19;11
2019-11-03 12:45;101;93;101;48;14;83;73;60;38;2;1;50;20;52;33;8
2019-11-03 13:00;79;70;78;42;19;108;94;61;34;3;4;46;21;50;27;8
2019-11-03 13:15;102;94;104;35;15;97;87;65;38;5;3;40;23;57;28;10
2019-11-03 13:30;80;70;79;37;23;96;85;58;47;5;7;46;25;50;34;12
2019-11-03 13:45;86;77;81;44;14;101;88;62;41;0;1;57;23;55;35;8
2019-11-03 14:00;87;76;81;38;16;108;102;52;34;5;7;39;21;42;27;9
2019-11-03 14:15;92;88;91;34;10;104;99;61;44;0;6;45;23;50;25;20
2019-11-03 14:30;102;92;99;42;18;101;92;62;50;2;1;55;21;52;38;10
2019-11-03 14:45;97;86;93;26;7;97;90;54;34;4;6;37;10;42;25;11
2019-11-03 15:00;79;74;82;39;15;109;95;54;49;3;2;55;20;47;36;13
2019-11-03 15:15;90;84;91;37;10;110;103;56;31;0;3;53;17;49;24;7
2019-11-03 15:30;97;90;95;42;17;92;81;63;48;6;5;50;22;61;40;8
2019-11-03 15:45;68;59;78;29;13;107;99;66;39;0;9;38;21;51;29;11
2019-11-03 16:00;86;81;86;33;10;98;93;63;45;5;1;39;14;58;39;8
2019-11-03 16:15;79;68;72;31;10;99;88;60;48;4;4;44;13;53;35;16
2019-11-03 16:30;102;88;95;28;11;98;91;56;43;0;4;37;14;51;32;12
2019-11-03 16:45;85;81;85;33;20;103;93;62;42;3;3;46;25;57;33;11
2019-11-03 17:00;93;87;80;27;8;87;84;49;50;1;3;32;14;52;36;17
2019-11-03 17:15;64;58;60;26;9;101;86;49;38;9;3;38;13;45;25;13
2019-11-03 17:30;70;63;64;27;6;91;85;60;37;2;4;39;9;55;28;7
2019-11-03 17:45;86;79;73;32;5;80;73;53;37;3;9;40;13;48;30;13
2019-11-03 18:00;72;64;62;33;11;75;66;47;30;2;5;44;19;48;21;12
2019-11-03 18:15;76;67;73;33;7;82;66;62;52;0;5;34;13;54;31;19
2019-11-03 18:30;55;50;50;22;8;65;56;51;32;2;4;26;12;51;24;8
2019-11-03 18:45;72;57;64;20;4;54;49;45;32;1;3;26;9;40;21;11
2019-11-03 19:00;65;56;52;27;7;55;45;30;25;5;4;26;13;31;21;5
2019-11-03 19:15;58;51;45;22;7;47;42;44;22;2;3;26;9;40;16;9
2019-11-03 19:30;56;50;48;18;2;61;57;40;28;4;8;22;6;41;23;5
2019-11-03 19:45;51;46;50;14;3;45;42;40;16;2;7;21;6;36;14;3
2019-11-03 20:00;44;38;37;23;3;50;45;32;18;2;4;27;4;36;9;9
2019-11-03 20:15;47;43;46;20;5;46;43;40;23;1;5;25;9;32;20;4
2019-11-03 20:30;34;29;33;19;3;38;32;27;18;2;4;19;6;23;9;7
2019-11-03 20:45;40;36;41;14;1;37;35;37;21;0;2;15;4;29;15;7
2019-11-03 21:00;39;32;32;9;1;35;30;33;15;6;4;6;1;30;10;3
2019-11-03 21:15;31;30;24;13;3;38;31;29;19;0;2;14;6;31;11;9
2019-11-03 21:30;29;26;28;10;2;37;33;26;14;8;5;12;2;25;10;7
2019-11-03 21:45;41;37;38;7;2;27;26;21;14;2;5;10;2;18;8;4
2019-11-03 22:00;27;25;28;13;1;40;37;28;23;2;4;16;2;26;14;9
2019-11-03 22:15;31;28;25;9;1;54;47;24;14;2;3;18;6;25;7;6
2019-11-03 22:30;42;34;37;8;2;42;43;25;9;3;3;12;6;19;9;1
2019-11-03 22:45;29;21;19;10;0;37;33;22;11;1;3;11;6;23;11;1
2019-11-03 23:00;24;22;20;7;0;33;29;17;5;3;4;9;1;18;5;1
2019-11-03 23:15;20;14;13;5;1;24;21;17;5;4;2;6;1;16;6;0
2019-11-03 23:30;18;15;17;5;2;14;14;14;4;3;3;6;4;12;0;1
2019-11-03 23:45;16;15;13;7;2;14;13;10;3;3;6;6;3;10;2;1
2019-11-04 00:00;11;11;10;3;0;12;10;6;4;3;3;3;0;4;2;1
2019-11-04 00:15;5;4;5;1;0;12;11;10;2;2;1;2;1;9;1;1
2019-11-04 00:30;10;9;9;4;0;9;9;2;1;0;0;3;0;2;1;0
2019-11-04 00:45;5;4;6;1;0;10;7;6;0;3;0;1;0;4;0;0
2019-11-04 01:00;10;9;9;2;0;10;10;2;3;0;0;1;1;2;2;0
2019-11-04 01:15;7;7;6;3;1;4;4;4;1;0;0;4;3;4;2;0
2019-11-04 01:30;6;5;4;2;0;6;6;2;0;0;0;2;1;2;1;0
2019-11-04 01:45;10;10;9;1;0;4;3;1;0;0;0;1;0;1;0;0
2019-11-04 02:00;3;3;3;0;0;5;6;2;0;0;0;0;0;2;0;0
2019-11-04 02:15;7;7;6;0;0;4;4;1;0;0;0;1;1;0;0;0
2019-11-04 02:30;6;6;6;1;1;7;7;0;0;0;0;0;0;0;0;0
2019-11-04 02:45;7;7;7;0;0;6;6;0;0;0;0;0;1;0;0;0
2019-11-04 03:00;6;6;8;2;1;5;5;2;0;0;0;0;1;0;1;1
2019-11-04 03:15;3;3;4;1;0;5;5;1;0;0;0;0;0;0;0;0
2019-11-04 03:30;3;4;4;1;1;4;5;0;0;0;0;2;2;1;0;0
