K405;021;022;031;032;041;051;071;081;082;091;101;111;641;651;661;681;711;712;721
2019-11-01 04:45;11;3;4;1;0;1;1;12;2;0;0;1;0;1;0;0;4;2;2
2019-11-01 05:00;13;4;4;1;3;3;2;17;4;0;0;2;2;1;1;0;8;3;0
2019-11-01 05:15;13;3;5;0;4;3;1;28;3;1;0;1;4;1;2;0;5;2;0
2019-11-01 05:30;15;2;13;0;6;5;5;37;11;2;1;2;7;6;1;2;18;3;0
2019-11-01 05:45;32;8;17;3;10;6;1;42;7;1;1;5;10;8;3;1;17;12;0
2019-11-01 06:00;43;20;13;1;16;10;4;49;22;1;2;2;18;15;5;1;14;7;0
2019-11-01 06:15;66;34;27;8;12;11;3;59;34;1;2;2;13;14;3;4;30;14;2
2019-11-01 06:30;89;61;53;14;14;20;4;74;50;6;2;7;15;18;7;3;57;24;4
2019-11-01 06:45;87;52;61;26;37;23;17;64;57;6;3;10;38;27;6;8;73;37;5
2019-11-01 07:00;75;59;51;19;35;25;11;83;70;12;6;14;38;30;8;9;63;43;4
2019-11-01 07:15;80;60;58;24;49;32;8;93;93;13;9;18;54;40;7;13;70;40;6
2019-11-01 07:30;107;74;69;46;52;33;12;106;107;11;8;26;54;41;11;14;84;65;8
2019-11-01 07:45;104;89;66;68;83;59;28;111;118;16;20;26;89;74;16;11;91;82;20
2019-11-01 08:00;91;83;66;48;78;79;22;110;108;33;21;41;85;77;24;33;86;80;16
2019-11-01 08:15;90;76;68;54;68;92;26;113;115;29;29;46;83;90;21;35;91;87;16
2019-11-01 08:30;85;84;75;75;94;68;31;102;106;36;32;57;102;78;21;29;118;108;18
2019-11-01 08:45;101;94;55;68;74;80;33;113;120;35;28;49;83;81;19;22;88;108;14
2019-11-01 09:00;77;67;64;78;82;65;32;112;112;36;28;65;87;86;10;33;111;118;29
2019-11-01 09:15;89;67;82;102;67;65;19;103;105;29;23;48;74;56;18;25;106;128;32
2019-11-01 09:30;98;85;67;66;86;72;31;86;99;19;15;44;90;72;19;19;98;95;18
2019-11-01 09:45;107;86;90;74;99;53;22;111;96;33;18;50;99;64;12;24;120;102;26
2019-11-01 10:00;92;79;73;82;53;44;19;92;89;23;17;51;57;42;15;19;109;101;22
2019-11-01 10:15;112;67;88;64;52;42;17;93;89;18;18;54;57;42;12;17;122;96;19
2019-11-01 10:30;104;87;77;62;70;55;18;100;90;24;25;44;68;52;15;27;112;80;19
2019-11-01 10:45;118;99;82;62;65;47;26;101;83;27;29;53;71;54;16;24;109;100;23
2019-11-01 11:00;107;81;83;67;80;45;22;100;84;17;27;49;78;56;9;16;110;108;21
2019-11-01 11:15;111;95;80;68;71;52;24;103;90;19;21;49;80;60;15;18;116;101;18
2019-11-01 11:30;99;99;63;54;63;38;18;116;118;18;22;50;69;39;16;17;90;86;19
2019-11-01 11:45;95;93;71;52;79;65;21;98;90;24;27;56;85;74;16;21;98;95;29
2019-11-01 12:00;94;85;75;73;90;50;19;89;92;30;43;70;97;56;14;18;107;117;23
2019-11-01 12:15;102;83;74;59;97;50;22;110;93;32;32;56;101;56;16;17;108;104;18
2019-11-01 12:30;112;103;85;72;80;48;25;110;95;16;21;47;82;50;17;14;105;110;24
2019-11-01 12:45;120;109;83;78;82;69;16;97;93;30;30;63;78;64;23;18;118;129;16
2019-11-01 13:00;96;105;77;70;75;67;25;112;104;16;29;56;75;73;14;21;117;113;24
2019-11-01 13:15;100;78;80;76;79;51;16;113;101;22;28;56;77;60;18;20;113;107;27
2019-11-01 13:30;122;105;88;73;74;48;16;87;92;16;24;47;74;56;18;17;107;100;22
2019-11-01 13:45;100;89;85;68;101;70;26;106;94;32;36;57;106;83;19;25;127;105;22
2019-11-01 14:00;82;59;66;49;80;51;20;100;105;14;27;73;82;56;16;17;108;103;14
2019-11-01 14:15;83;79;62;57;94;63;18;109;97;24;33;58;99;68;21;22;92;104;19
2019-11-01 14:30;98;91;71;55;92;76;19;120;99;38;41;51;92;69;24;21;105;88;20
2019-11-01 14:45;100;82;57;43;85;90;18;108;100;29;32;59;87;90;29;23;88;94;16
2019-11-01 15:00;111;104;68;61;87;73;18;102;105;23;37;76;91;67;29;26;102;109;21
2019-11-01 15:15;103;96;84;78;81;70;23;99;106;28;40;55;91;74;24;29;113;129;24
2019-11-01 15:30;114;105;90;83;92;60;23;90;108;19;24;60;87;71;15;22;137;116;19
2019-11-01 15:45;116;104;88;81;79;75;25;100;90;34;26;67;84;73;21;21;124;138;27
2019-11-01 16:00;114;102;83;78;70;56;27;96;106;15;14;56;70;52;18;21;117;125;19
2019-11-01 16:15;94;82;75;76;81;47;14;95;87;13;21;62;81;62;20;14;98;118;26
2019-11-01 16:30;103;99;85;79;70;71;24;103;87;21;19;43;82;68;21;24;111;116;25
2019-11-01 16:45;109;84;95;80;78;71;19;96;84;30;30;62;85;64;19;18;134;123;17
2019-11-01 17:00;112;101;90;84;87;68;17;97;80;31;31;56;102;64;22;25;117;142;16
2019-11-01 17:15;112;82;101;97;95;68;22;83;72;25;30;50;95;59;21;25;127;138;17
2019-11-01 17:30;88;83;91;82;52;51;28;81;75;25;33;59;60;53;21;21;118;141;30
2019-11-01 17:45;117;107;86;77;65;65;24;95;83;15;24;62;76;48;31;20;107;137;15
2019-11-01 18:00;112;88;96;83;76;47;31;105;91;15;17;52;80;51;13;20;125;133;10
2019-11-01 18:15;107;100;105;93;58;40;23;95;78;17;26;49;60;43;15;19;132;139;18
2019-11-01 18:30;115;99;94;92;53;29;17;88;66;18;22;53;56;31;10;24;126;136;17
2019-11-01 18:45;87;78;84;68;39;45;18;62;54;12;22;44;39;33;22;27;109;110;17
2019-11-01 19:00;107;84;90;66;28;22;12;75;39;9;16;39;28;23;8;12;108;102;15
2019-11-01 19:15;136;107;93;73;38;24;12;70;46;15;18;40;38;24;8;14;110;107;16
2019-11-01 19:30;111;97;84;59;30;29;10;58;44;15;13;31;36;29;14;14;96;96;17
2019-11-01 19:45;80;58;54;40;32;18;11;65;44;13;10;25;35;20;7;11;66;66;13
2019-11-01 20:00;78;49;57;36;24;14;10;61;41;9;10;22;22;15;3;11;66;59;8
2019-11-01 20:15;73;51;75;42;26;15;5;61;39;13;9;22;27;13;3;14;83;68;6
2019-11-01 20:30;72;55;51;22;19;12;3;53;33;1;4;15;21;14;6;13;52;47;7
2019-11-01 20:45;62;32;51;24;22;9;4;59;32;8;4;12;25;11;2;11;52;40;3
2019-11-01 21:00;58;38;51;36;21;10;4;69;24;8;11;12;22;11;2;11;49;49;6
2019-11-01 21:15;63;41;55;20;15;20;9;67;34;6;4;9;17;17;8;11;60;35;7
2019-11-01 21:30;45;28;35;21;19;17;5;56;43;4;5;10;19;16;6;3;41;30;3
2019-11-01 21:45;61;34;38;23;18;15;7;68;45;9;6;19;19;18;5;10;44;45;7
2019-11-01 22:00;59;39;33;27;17;15;10;62;27;9;7;17;18;14;3;9;46;43;4
2019-11-01 22:15;64;60;36;20;17;17;11;74;40;7;6;10;24;19;5;9;41;37;5
2019-11-01 22:30;65;42;40;29;29;17;9;98;66;15;7;8;32;20;7;8;48;32;10
2019-11-01 22:45;55;39;49;22;35;23;9;84;56;16;8;16;38;15;9;13;54;45;6
2019-11-01 23:00;58;37;38;27;29;23;12;111;67;16;6;14;32;25;8;8;43;42;5
2019-11-01 23:15;56;32;41;22;25;11;8;90;44;13;1;10;28;17;4;11;48;37;3
2019-11-01 23:30;56;28;40;24;19;12;6;71;40;4;4;10;26;14;5;11;43;44;12
2019-11-01 23:45;53;36;36;19;15;5;5;71;20;4;4;7;16;9;2;8;39;29;6
2019-11-02 00:00;43;26;34;17;16;5;3;50;19;2;7;4;18;7;3;4;34;30;5
2019-11-02 00:15;32;25;28;8;7;6;4;46;9;4;4;4;8;6;2;7;30;18;2
2019-11-02 00:30;42;17;25;9;14;9;4;40;9;0;1;10;15;11;3;4;28;21;4
2019-11-02 00:45;25;11;25;6;8;6;7;36;11;0;2;7;9;6;2;4;26;24;1
2019-11-02 01:00;40;20;23;6;3;4;1;44;14;2;0;3;5;4;2;2;22;17;3
2019-11-02 01:15;22;14;14;6;5;5;3;34;10;2;0;5;5;3;4;7;17;19;2
2019-11-02 01:30;25;15;13;3;1;1;0;22;6;0;1;3;1;0;1;5;12;10;0
2019-11-02 01:45;13;7;14;4;8;1;2;32;2;1;0;2;7;4;1;0;12;12;1
2019-11-02 02:00;26;7;9;4;5;1;2;24;2;0;1;2;6;4;1;3;9;9;0
2019-11-02 02:15;18;6;7;1;4;1;1;26;1;1;1;0;4;4;0;0;7;5;1
2019-11-02 02:30;19;11;9;1;3;0;1;16;2;0;0;0;3;3;0;2;8;4;0
2019-11-02 02:45;19;5;8;0;2;1;0;16;0;0;0;3;2;1;1;2;8;7;0
2019-11-02 03:00;10;1;6;1;2;1;1;30;5;2;0;2;2;2;0;0;6;5;1
2019-11-02 03:15;23;4;5;0;1;0;3;40;2;0;0;1;1;0;0;0;4;5;0
2019-11-02 03:30;14;11;6;1;0;2;1;17;2;0;0;5;0;2;0;0;5;8;0
2019-11-02 03:45;8;6;0;1;1;3;0;16;1;1;0;2;1;3;1;1;1;3;1
2019-11-02 04:00;9;5;10;1;3;1;0;10;1;0;1;2;2;2;1;0;9;10;1
2019-11-02 04:15;9;4;6;0;2;1;1;15;3;0;0;0;3;0;1;1;4;4;0
2019-11-02 04:30;11;5;2;0;2;0;2;13;2;1;0;0;2;0;0;1;4;1;0
2019-11-02 04:45;5;3;2;0;2;1;1;14;1;0;0;0;2;2;0;0;1;1;0
2019-11-02 05:00;10;4;4;0;1;3;0;12;2;1;0;0;1;1;1;0;3;4;0
2019-11-02 05:15;7;6;9;1;5;2;0;22;0;1;0;1;5;3;0;0;8;5;0
2019-11-02 05:30;20;6;5;1;5;3;3;15;3;1;1;2;4;2;1;1;5;4;0
2019-11-02 05:45;17;3;14;2;2;1;4;24;3;0;0;1;3;1;0;1;17;9;0
2019-11-02 06:00;22;5;16;2;7;3;2;20;5;0;0;1;7;5;2;0;17;6;1
2019-11-02 06:15;25;6;11;1;5;2;2;23;2;0;1;1;6;2;1;1;8;6;0
2019-11-02 06:30;24;9;14;1;9;10;3;38;9;2;2;2;8;11;3;0;15;6;0
2019-11-02 06:45;29;12;25;4;8;6;2;27;9;1;2;1;8;8;3;0;24;9;0
2019-11-02 07:00;27;16;18;1;13;6;1;39;14;2;3;4;13;12;0;0;15;12;0
2019-11-02 07:15;22;10;13;1;25;14;7;46;27;5;5;5;25;23;3;0;14;15;1
2019-11-02 07:30;40;11;19;6;21;19;7;55;21;6;2;4;23;21;4;4;19;15;0
2019-11-02 07:45;68;46;33;8;27;29;5;42;29;12;6;13;24;36;9;7;38;27;0
2019-11-02 08:00;59;37;27;7;18;22;4;61;39;7;9;10;22;26;5;11;31;23;1
2019-11-02 08:15;59;26;27;15;18;30;5;60;50;5;4;22;20;33;6;9;36;34;7
2019-11-02 08:30;60;34;49;21;36;23;6;65;59;15;11;20;42;32;7;15;62;36;6
2019-11-02 08:45;87;44;45;25;34;43;12;84;70;12;16;17;39;42;11;13;54;39;6
2019-11-02 09:00;80;42;35;21;43;27;8;108;93;13;6;24;49;38;5;18;50;40;6
2019-11-02 09:15;75;38;36;32;68;39;15;79;72;10;14;23;72;52;10;13;46;40;13
2019-11-02 09:30;73;51;58;25;63;43;14;118;96;24;13;33;70;51;14;17;79;53;8
2019-11-02 09:45;97;77;67;49;67;60;12;112;104;12;23;56;72;67;7;15;87;95;15
2019-11-02 10:00;112;82;66;39;61;47;7;108;89;15;21;37;67;58;9;18;78;69;21
2019-11-02 10:15;95;81;62;58;60;56;15;127;106;22;30;64;65;58;19;10;94;106;19
2019-11-02 10:30;118;81;52;44;57;48;12;104;79;27;25;50;66;56;10;20;76;90;19
2019-11-02 10:45;128;106;68;47;69;44;12;122;106;12;18;39;75;55;8;21;85;81;16
2019-11-02 11:00;145;100;71;50;73;56;16;112;95;14;21;49;73;67;12;24;93;82;18
2019-11-02 11:15;136;109;70;54;78;46;18;136;113;22;20;43;74;47;12;11;99;81;16
2019-11-02 11:30;148;117;74;46;61;51;18;122;104;20;20;57;64;68;15;11;98;96;14
2019-11-02 11:45;141;111;79;63;78;39;15;119;95;19;19;49;81;66;9;20;100;110;15
2019-11-02 12:00;126;101;77;61;74;50;17;117;109;18;36;58;77;56;13;16;99;109;14
2019-11-02 12:15;125;108;81;59;93;44;9;123;123;13;36;66;92;64;11;16;104;112;16
2019-11-02 12:30;132;110;70;50;102;45;10;129;120;29;37;54;110;75;13;16;92;93;14
2019-11-02 12:45;133;123;78;66;94;69;12;129;101;21;20;51;97;68;15;17;104;106;18
2019-11-02 13:00;140;127;78;54;89;63;14;135;118;22;29;54;89;73;21;15;110;101;16
2019-11-02 13:15;160;141;74;67;111;63;17;130;113;19;30;57;111;71;20;31;105;100;16
2019-11-02 13:30;126;107;70;52;87;55;13;139;120;16;17;49;89;59;18;17;86;97;18
2019-11-02 13:45;159;134;85;72;118;68;15;142;118;24;25;57;116;78;20;19;109;117;14
2019-11-02 14:00;153;141;76;67;98;54;14;120;118;22;28;65;102;69;11;20;97;127;18
2019-11-02 14:15;161;147;80;68;116;66;13;134;129;21;29;56;116;75;16;22;99;115;21
2019-11-02 14:30;138;116;86;68;106;57;14;113;100;29;23;55;110;51;19;19;115;104;26
2019-11-02 14:45;129;120;80;65;129;64;21;131;130;21;28;54;127;86;17;14;110;114;15
2019-11-02 15:00;123;107;81;66;109;46;11;138;131;22;22;54;108;57;11;22;110;101;22
2019-11-02 15:15;121;104;75;64;99;37;16;125;114;18;22;66;102;50;16;22;99;117;20
2019-11-02 15:30;123;117;80;73;119;42;28;125;129;21;35;55;122;56;9;24;113;109;13
2019-11-02 15:45;114;113;87;73;119;55;26;124;117;27;24;42;126;66;22;17;111;122;15
2019-11-02 16:00;122;113;98;84;98;43;14;139;136;13;19;58;110;60;9;22;127;123;11
2019-11-02 16:15;128;113;69;59;101;61;17;134;130;19;18;38;97;70;19;24;81;87;19
2019-11-02 16:30;141;129;77;62;99;38;23;131;131;24;24;47;99;51;11;21;96;105;17
2019-11-02 16:45;123;108;75;61;99;46;13;134;122;24;14;39;100;55;13;36;101;86;14
2019-11-02 17:00;121;95;77;70;108;44;15;134;117;17;23;35;107;44;17;21;103;96;14
2019-11-02 17:15;133;110;86;76;113;54;21;132;135;24;17;41;120;68;14;16;106;105;17
2019-11-02 17:30;140;118;85;68;106;49;10;135;126;17;17;28;107;44;16;17;93;95;7
2019-11-02 17:45;106;95;82;73;97;46;15;127;118;17;22;51;94;49;9;19;116;108;18
2019-11-02 18:00;125;96;87;81;88;38;12;122;123;15;18;35;85;42;9;15;95;107;17
2019-11-02 18:15;109;84;92;73;71;26;10;90;68;13;24;32;70;36;10;9;115;99;16
2019-11-02 18:30;129;95;78;60;69;22;9;90;80;8;12;32;66;30;4;12;90;92;15
2019-11-02 18:45;111;92;80;53;56;37;12;84;67;15;8;19;63;42;15;12;86;62;14
2019-11-02 19:00;118;103;70;42;54;23;11;83;64;7;11;27;59;28;11;15;85;70;13
2019-11-02 19:15;123;92;50;34;49;19;11;81;57;11;10;23;52;26;5;20;59;57;8
2019-11-02 19:30;102;76;65;32;39;25;10;83;61;11;8;23;41;21;11;13;69;53;7
2019-11-02 19:45;95;63;52;33;32;17;8;85;53;9;12;18;32;19;6;11;54;50;10
2019-11-02 20:00;75;51;48;31;24;23;8;85;59;5;5;8;27;22;6;13;51;42;8
2019-11-02 20:15;100;61;64;33;28;16;7;78;37;3;5;19;34;16;7;11;65;53;9
2019-11-02 20:30;78;51;58;40;27;15;4;69;36;4;4;13;30;19;5;16;64;54;6
2019-11-02 20:45;85;68;57;31;27;20;3;77;39;7;5;6;27;16;7;12;56;35;5
2019-11-02 21:00;73;40;47;15;29;19;3;83;47;2;6;11;33;24;5;7;53;33;4
2019-11-02 21:15;64;45;49;30;27;18;5;72;41;3;2;13;27;14;8;3;55;41;6
2019-11-02 21:30;65;44;41;22;21;12;2;76;33;5;6;11;23;16;6;4;41;41;2
2019-11-02 21:45;74;41;38;28;19;9;2;71;43;4;5;12;20;12;3;4;35;41;7
2019-11-02 22:00;69;52;48;29;30;22;5;76;42;7;6;12;31;19;9;9;56;46;7
2019-11-02 22:15;70;46;41;21;28;13;4;87;51;12;8;10;33;17;1;6;42;32;6
2019-11-02 22:30;70;49;39;24;43;17;7;109;66;17;5;7;43;20;5;8;42;29;4
2019-11-02 22:45;69;40;39;26;32;24;9;96;49;7;2;7;34;23;9;4;43;36;11
2019-11-02 23:00;56;32;41;22;24;16;8;133;89;1;2;12;25;20;9;12;43;36;7
2019-11-02 23:15;65;33;48;22;26;12;6;96;50;3;3;10;29;11;6;13;47;40;5
2019-11-02 23:30;65;43;41;22;22;12;7;75;35;5;5;7;18;11;4;9;44;37;4
2019-11-02 23:45;52;38;42;22;24;12;3;67;30;5;8;4;25;17;1;15;42;31;4
2019-11-03 00:00;42;25;38;17;10;5;2;54;23;2;2;3;11;9;1;8;38;24;3
2019-11-03 00:15;43;24;27;10;25;7;1;46;18;2;3;5;26;11;3;9;29;21;1
2019-11-03 00:30;44;19;33;9;8;10;2;45;14;0;0;3;11;9;3;6;33;20;0
2019-11-03 00:45;41;19;26;10;12;9;3;44;16;4;1;2;13;5;5;3;28;21;6
2019-11-03 01:00;36;18;27;11;10;8;2;48;12;3;1;5;10;8;2;2;27;22;3
2019-11-03 01:15;41;17;25;5;5;5;1;36;10;2;4;4;5;7;2;3;23;17;1
2019-11-03 01:30;26;9;24;10;16;4;2;33;8;2;0;2;14;7;1;1;22;17;0
2019-11-03 01:45;24;11;11;4;2;2;2;27;5;0;0;0;2;3;0;2;12;8;0
2019-11-03 02:00;20;6;11;1;1;4;0;33;5;0;1;2;1;2;1;2;10;7;0
2019-11-03 02:15;19;5;10;2;6;4;1;23;7;0;1;2;5;2;1;4;12;5;0
2019-11-03 02:30;28;9;9;1;2;0;2;27;3;0;0;0;3;1;0;2;9;6;0
2019-11-03 02:45;14;4;7;1;10;4;3;23;4;1;0;1;10;3;1;1;7;5;0
2019-11-03 03:00;;;;;;;;;;;;;;;;;;;
2019-11-03 03:15;11;5;2;2;2;2;2;24;5;0;0;2;1;0;2;0;4;6;0
2019-11-03 03:30;10;4;4;0;3;1;0;19;1;0;0;0;4;3;0;0;4;3;0
2019-11-03 03:45;10;1;5;1;3;1;1;20;0;0;0;1;4;2;0;1;3;6;0
2019-11-03 04:00;7;1;2;0;1;0;2;13;1;0;0;0;1;1;0;1;3;1;0
2019-11-03 04:15;7;4;5;0;0;0;0;13;1;1;0;2;0;0;0;1;6;3;0
2019-11-03 04:30;11;5;1;0;1;1;0;12;0;0;0;0;2;2;0;1;1;0;0
2019-11-03 04:45;7;2;1;0;5;2;1;14;1;0;0;0;4;5;2;1;1;2;0
2019-11-03 05:00;5;2;2;0;4;3;0;16;3;0;0;0;4;3;1;1;2;0;0
2019-11-03 05:15;15;1;4;2;3;3;0;21;1;0;0;0;2;3;2;0;2;4;0
2019-11-03 05:30;11;6;8;0;3;2;3;20;1;0;0;0;3;3;0;0;9;3;0
2019-11-03 05:45;14;3;11;0;1;0;4;15;2;0;0;0;1;0;0;0;14;10;0
2019-11-03 06:00;9;2;11;0;8;2;2;17;7;0;0;1;7;3;0;0;11;6;0
2019-11-03 06:15;17;3;12;0;10;2;0;14;3;0;0;0;11;8;1;0;10;7;0
2019-11-03 06:30;20;6;10;1;6;7;1;27;3;2;2;0;6;5;4;1;9;3;1
2019-11-03 06:45;30;5;17;2;7;4;2;20;4;2;3;3;8;4;1;0;18;10;0
2019-11-03 07:00;14;4;10;1;10;6;1;27;4;0;2;5;11;9;2;3;11;7;0
2019-11-03 07:15;24;9;12;3;18;8;0;31;13;1;4;5;18;13;0;2;12;7;1
2019-11-03 07:30;21;3;6;0;7;11;2;31;5;0;2;4;8;13;2;2;9;4;0
2019-11-03 07:45;20;7;13;4;14;10;2;37;9;0;4;4;15;14;4;3;14;11;0
2019-11-03 08:00;19;10;8;1;12;7;3;35;10;3;1;4;13;12;2;3;10;7;0
2019-11-03 08:15;40;14;15;2;18;9;2;37;8;7;7;5;17;14;1;2;15;11;0
2019-11-03 08:30;41;22;10;3;18;14;2;42;13;5;2;6;17;19;2;2;11;13;2
2019-11-03 08:45;32;21;23;5;19;20;4;47;23;9;4;10;19;25;4;8;23;24;0
2019-11-03 09:00;36;14;14;5;20;16;5;60;41;7;3;8;25;17;7;3;23;15;0
2019-11-03 09:15;54;29;25;7;36;15;4;75;45;10;6;15;36;30;2;8;26;29;3
2019-11-03 09:30;70;50;37;18;38;32;3;73;54;7;10;21;40;37;10;11;47;37;5
2019-11-03 09:45;99;62;63;33;45;32;6;79;64;9;11;27;50;37;7;16;79;51;14
2019-11-03 10:00;68;40;42;28;42;26;8;95;74;13;8;25;45;31;9;14;55;52;6
2019-11-03 10:15;109;93;36;16;49;41;3;82;66;9;9;23;50;44;19;9;41;41;5
2019-11-03 10:30;136;92;50;18;50;41;5;92;61;17;11;31;52;45;9;11;63;41;9
2019-11-03 10:45;141;117;62;33;50;29;11;90;80;14;17;28;57;30;10;15;72;62;9
2019-11-03 11:00;128;103;47;34;68;25;14;115;92;15;11;28;68;37;9;13;60;53;11
2019-11-03 11:15;158;132;72;42;58;32;10;88;91;13;14;28;64;47;7;17;86;62;14
2019-11-03 11:30;150;103;59;48;66;35;10;115;97;14;19;28;73;43;11;17;71;66;19
2019-11-03 11:45;140;104;67;48;63;38;14;125;111;15;15;39;71;59;6;16;80;83;12
2019-11-03 12:00;138;120;61;46;79;43;11;129;118;19;18;31;79;47;15;17;85;66;14
2019-11-03 12:15;147;127;70;41;74;59;15;112;103;19;24;37;82;59;23;24;90;67;12
2019-11-03 12:30;144;118;60;42;66;42;13;142;125;13;17;40;72;51;12;12;77;69;11
2019-11-03 12:45;153;131;71;52;88;41;10;126;107;19;25;41;87;53;12;20;101;84;12
2019-11-03 13:00;126;124;66;53;82;35;11;138;129;21;26;37;86;50;15;12;86;76;17
2019-11-03 13:15;150;117;88;70;100;41;14;131;114;19;23;41;106;65;13;18;104;95;16
2019-11-03 13:30;154;111;77;47;83;36;15;138;122;12;19;56;83;49;8;9;107;81;16
2019-11-03 13:45;153;121;79;52;83;44;12;160;140;19;16;39;92;55;14;18;96;88;13
2019-11-03 14:00;135;109;76;52;86;32;15;133;139;16;13;38;90;37;11;20;94;88;9
2019-11-03 14:15;139;125;74;54;86;33;11;137;138;13;15;37;85;38;14;19;97;83;9
2019-11-03 14:30;119;113;80;59;102;35;18;137;134;19;22;38;109;48;10;17;94;95;17
2019-11-03 14:45;149;126;57;53;103;52;17;152;138;15;10;27;106;52;23;10;65;77;20
2019-11-03 15:00;130;111;69;57;92;45;20;122;111;16;25;54;100;59;16;13;93;115;19
2019-11-03 15:15;108;93;70;53;103;49;11;133;128;16;24;48;107;62;11;12;90;89;19
2019-11-03 15:30;123;101;67;55;101;39;11;151;143;16;13;42;102;52;12;18;87;87;17
2019-11-03 15:45;103;84;85;71;102;52;6;142;125;21;20;49;98;53;19;21;100;118;22
2019-11-03 16:00;106;89;72;54;76;39;12;137;133;11;14;41;78;54;12;9;91;97;24
2019-11-03 16:15;102;80;58;54;93;35;10;152;143;21;15;33;98;49;8;10;66;88;18
2019-11-03 16:30;130;97;66;52;67;39;15;128;106;14;12;31;73;53;6;10;79;81;17
2019-11-03 16:45;97;88;74;71;81;45;15;124;99;12;12;42;84;55;16;20;93;104;21
2019-11-03 17:00;105;83;71;55;78;44;15;129;111;15;27;29;80;40;19;12;87;79;16
2019-11-03 17:15;112;89;69;49;72;33;8;139;107;13;18;35;79;36;7;16;80;82;14
2019-11-03 17:30;122;90;68;68;69;21;11;117;89;11;18;28;65;27;6;8;72;92;15
2019-11-03 17:45;90;67;72;55;49;39;7;107;72;6;19;42;56;39;14;14;94;96;17
2019-11-03 18:00;110;87;83;41;67;28;16;96;72;8;11;30;64;30;7;10;98;75;9
2019-11-03 18:15;116;81;73;59;47;26;13;106;70;11;9;24;50;24;11;10;80;80;18
2019-11-03 18:30;80;51;66;37;56;28;9;84;64;8;7;27;56;36;8;17;71;66;11
2019-11-03 18:45;85;64;50;36;46;20;11;101;82;16;10;16;51;26;7;16;56;49;11
2019-11-03 19:00;91;63;55;38;41;15;7;105;72;4;6;15;45;21;5;9;63;53;10
2019-11-03 19:15;100;70;69;37;41;12;3;99;60;4;12;22;43;21;5;5;73;66;11
2019-11-03 19:30;93;48;52;31;27;11;5;68;44;7;5;17;30;15;3;12;59;48;9
2019-11-03 19:45;73;52;54;25;35;26;10;94;47;4;6;10;39;29;6;8;62;36;6
2019-11-03 20:00;61;46;46;22;22;7;11;81;43;6;2;18;20;9;2;10;61;39;5
2019-11-03 20:15;67;43;55;31;23;13;7;82;45;7;4;13;32;15;4;13;56;47;3
2019-11-03 20:30;65;40;45;32;32;13;7;81;43;4;4;13;32;16;1;10;54;45;11
2019-11-03 20:45;66;34;45;26;16;15;2;60;34;4;2;16;18;10;6;8;48;45;9
2019-11-03 21:00;69;39;36;22;18;8;3;75;35;4;4;10;20;12;3;7;44;36;2
2019-11-03 21:15;63;41;53;28;17;11;3;55;25;4;4;6;18;13;2;7;54;34;8
2019-11-03 21:30;55;38;44;19;23;9;4;55;13;2;8;11;26;15;2;16;47;36;8
2019-11-03 21:45;57;29;44;19;18;9;5;51;26;2;3;9;22;12;2;2;47;32;6
2019-11-03 22:00;45;21;38;20;14;9;6;56;21;2;3;13;16;11;4;4;48;30;7
2019-11-03 22:15;53;27;40;18;15;9;3;63;36;7;2;10;17;8;2;9;45;29;3
2019-11-03 22:30;50;26;27;12;24;6;2;68;28;6;3;6;23;11;3;3;31;21;2
2019-11-03 22:45;38;20;25;7;18;13;3;39;9;1;1;6;17;12;2;4;26;18;3
