train_score_41,test_score_41,train_relative_error_41,test_relative_error_41,train_score_49,test_score_49,train_relative_error_49,test_relative_error_49,train_score_57,test_score_57,train_relative_error_57,test_relative_error_57,train_score_65,test_score_65,train_relative_error_65,test_relative_error_65,train_score_73,test_score_73,train_relative_error_73,test_relative_error_73
7.764039960936675,8.632450439818586,26.27550667223416,27.05808377589317,7.023800422251875,9.033078374559782,26.441738145509476,28.48512160879902,7.621636437353554,8.211994132297741,28.358399013666812,29.01994428423838,7.683942297508064,8.063392355873248,27.258329429596568,28.14492019526382,7.383951004632767,9.741653411361767,26.975833088503983,29.76541054970607
7.459888833433892,8.58779035598378,26.784711282858105,27.666521703308476,8.134626938111863,8.490219202102335,27.290733061127998,27.64483804881424,7.411072131378455,8.295833586029485,26.3627567789123,26.893404883852195,8.029303492416783,8.30614408913353,27.57195135864189,27.92867845786397,7.468863499135753,9.067601756438236,28.277044813416747,29.94584432888814
7.51226527637189,8.26654623344867,27.727454622935422,28.72973101539728,7.301048673032395,8.992384168381211,27.293560426800205,27.705642084087096,7.298642534166709,8.351951901397339,26.208954397030766,27.97380519599341,8.164300515118928,8.392853823546387,28.458561804809417,29.338505239025686,7.515626102095117,9.618412979273913,26.813228283835134,28.996134686325455
7.6666094485863505,8.48885999540576,27.058936377072673,28.198957343905928,7.61970850321233,10.17270128946862,26.52020131233747,28.986204779631645,7.678414825920485,8.324020798828734,26.322337980798892,27.349744792946893,7.698467137269068,8.971580390332441,27.552438340479174,30.515504687496236,7.214233649667555,9.731312397268033,26.6155731900857,30.290001593953374
8.241634989045854,8.620872653995772,29.42121906486715,30.332665425538735,7.420999635366898,8.360957189491076,27.428142293698983,28.395798333637124,7.644593696112016,8.957318188749263,28.23883667406791,29.259997989927488,7.9686472886474995,8.205039170660136,27.373476359991244,27.465483711073773,7.930555742090331,8.612460405970188,27.62421019266149,29.150696429348578
7.64296296216785,8.641727986596061,26.27482078732144,27.5624338756308,7.9511236063565205,8.664447565255655,27.055375052065152,28.223572213388405,7.3801390524147905,8.62981791566595,28.161652347579068,30.228165900485575,7.717760645503322,8.744589064737784,29.99991246309873,32.03974737473479,7.614485787800219,8.679010374430755,27.952937891027574,30.484419949636322
7.948977042813196,8.256925967397377,27.179623507849293,27.40746749207287,7.210210088291956,8.212427391149994,28.050024313970866,29.354681164790154,7.730637373078262,8.62896692713282,26.56543017573028,28.00780036361907,7.869953528868468,9.513284120102897,27.934732972164845,30.031134773555575,7.457025676869886,9.455021547270782,27.080638068926426,30.25464064900521
7.975982912314668,7.982900195294744,27.986033690990737,27.769877100579706,7.4970173580165325,8.434269807296047,27.72591943466044,27.30182734331906,7.8923781193313145,8.742750096960327,29.654593819596347,30.04379892903798,7.9752427847849905,8.795261288305399,28.297980097626084,29.603167798930137,7.9990045198144815,10.102386336230701,31.376713631680207,35.70982568881181
7.809432370557939,8.149300974700298,26.3705273387434,27.108495051152033,7.748370575997238,8.21797651334535,26.348148656789316,27.37229372767347,7.538070904664744,9.42172517654193,28.756211288204746,30.316443051338226,8.13389886601964,8.60676046955238,28.11951839358617,29.49583660859545,7.648540430150092,9.266960995720178,27.711880194073967,31.27842183151267
7.933897753986911,9.275010271290975,28.9952737037629,29.89921307682289,7.866892036461179,9.429446832560608,26.61260749363434,28.497355812266473,7.945450908227859,8.572189157173447,31.245935957806864,30.947638571113412,7.960660091644613,9.08529467528141,27.389717168054716,29.01970918000913,7.873856179441834,9.300364223885275,29.14195611799078,31.425079079584634
8.106109490433484,8.65822508726622,28.809309959079478,28.569518171442475,7.25006862489285,8.879552591618523,26.73220649886282,28.66176873767609,7.77169373090146,8.167302032436355,27.35811309452289,27.88805148803662,8.303840099341192,9.349962881063615,30.017535569163144,31.516213323081505,7.371933772667129,8.714462994751033,26.845012206378165,29.016316515129354
7.727319304911748,8.329497660190146,26.624994908317877,27.70340616315117,7.40716246048114,8.786931809916917,26.862117185324003,27.82199927087467,8.538256820374121,9.146334367128887,28.121138771194925,29.013413613243365,7.9565361066502795,9.23080020341393,28.38932183984731,30.968706893369024,7.901137471833923,9.138523025792761,26.91555090314021,28.503626184471546
8.097633034794184,8.472074420021315,27.942070848029665,28.137461982395802,7.421955010061327,8.651871164945508,26.416366046286065,27.53809168839511,8.222737966291247,8.061946846225666,28.654721533824894,29.170967523027024,7.955750508445211,8.396319363768589,28.030577261702312,29.122941305933747,7.412631841211931,8.98860118761012,26.636393743673963,29.034902564766302
