train_score_41,test_score_41,train_score_45,test_score_45,train_score_49,test_score_49,train_score_53,test_score_53,train_score_57,test_score_57,train_score_61,test_score_61,train_score_65,test_score_65,train_score_69,test_score_69,train_score_73,test_score_73,train_score_77,test_score_77
9.392509466084544,10.488903529640258,8.915303676328723,9.462877952226671,9.197887295558882,9.504342401374666,10.743699314686971,10.493616118734177,9.235139676153267,10.416815658492538,11.355664385050272,11.327880942036785,9.99684519545827,10.144521745778675,9.018417599805211,9.787186310101246,8.508419518375737,9.443359071889619,9.907267922051176,10.040495248737695
9.331871513400015,9.733889156161585,8.80802739376207,9.029549736238193,9.82913089988508,10.27734577013556,9.567009850946054,9.620065769197456,12.765700624430869,12.606418831690068,9.421138251603798,9.615313862747882,9.42463534666568,10.138088781256346,8.8530444115195,9.488162630871981,9.351201414476952,9.809654456705026,8.426671648966394,9.333821183464247
8.328624629964215,9.434901522847309,9.378497546334957,9.600687189756368,8.94296039962808,10.294264132427507,9.540983240531787,10.070187674650414,8.873839914901609,9.275198852291412,10.479425107589321,10.986945859877954,8.954971650510975,9.738317712953153,9.210586593889365,9.607218569203523,9.003405505051969,9.481970840782074,8.463655473490364,9.320890006601164
9.297603283361898,9.568483228596142,9.400033153710817,9.533319994150506,9.38415676440486,9.694531020478513,9.423304589383964,10.002745391488382,9.414592793876139,9.64021053310425,9.21818474069456,9.714646853367636,9.685136101445712,9.734411141309353,9.191126719503577,9.98255081585277,9.66897412741253,9.877202757348043,8.574656554245548,9.89996895472399
8.723126128464825,9.239203849203681,12.533620216440243,13.50751938519268,8.483473160592759,9.6250211164361,9.988956203063589,10.520820090202,9.07424595346044,9.688812721299705,9.050453650713111,9.699867262010251,8.961170801796976,9.525169576241103,10.765014582097312,10.557565347938349,9.11838799617212,9.54046952371612,8.680506149105394,10.245854128996374
9.327391127688774,9.570656960567351,9.358126179751002,9.668031790297924,12.565433339272786,12.338233627251983,9.512283674232618,10.115786687995005,13.182728594926363,14.998179021490166,9.251299270863848,9.153006978124651,9.862158702021098,10.296608622776864,8.552190851244568,9.102863873024011,9.41211562861234,9.714124179074416,9.016085771100174,9.688207553179039
8.889691255419871,9.05197646186215,9.343302527549076,9.681303849922589,9.511722960733215,9.594556466196819,10.144961105484807,10.57474557731741,14.6892976184699,14.304619634691115,9.742268344479596,10.403260129395385,9.37741663169288,9.514245910284739,8.526784630388638,9.44220457384313,8.045492056715956,8.52694943653361,9.195519563885176,9.487193492300145
9.266004580136714,9.510777870729935,9.2377376066753,9.686810958694664,8.722796458685234,9.532337194486216,9.030318735216968,9.877523450608331,10.126705077699311,10.941750027363677,14.1199028802497,15.200445095588387,9.918461513215929,10.019927334051358,9.040831271684798,9.522919129404803,9.11589730791377,9.245198019717174,9.020762029317723,10.29447433516682
9.378488004995365,9.755524149290128,9.321011151400194,9.7015478419745,10.637149616072978,11.657960070920153,10.102217741809412,10.90798860134086,9.528863990659339,10.046210420865293,9.123242356834698,10.2536794435805,9.318203090176643,9.538657315472564,11.694750896548385,12.463458091139145,8.979728866623537,9.433234016799823,9.278998735792173,10.429215052933193
8.858941448352768,9.214287646264411,9.159660474900964,9.77840336956581,9.327141589634728,10.012898369748493,9.032562696509482,10.008139639588178,10.538207571619216,10.76609658290796,10.588595248373288,10.786065997064885,9.216775598366322,9.103251799209518,9.261819133491992,9.83691647276705,9.611761630636648,9.354134101769757,8.812929021462741,9.028662594823135
