train_score_1,test_score_1,train_relative_error_1,test_relative_error_1,train_score_2,test_score_2,train_relative_error_2,test_relative_error_2,train_score_3,test_score_3,train_relative_error_3,test_relative_error_3,train_score_4,test_score_4,train_relative_error_4,test_relative_error_4,train_score_5,test_score_5,train_relative_error_5,test_relative_error_5,train_score_9,test_score_9,train_relative_error_9,test_relative_error_9,train_score_13,test_score_13,train_relative_error_13,test_relative_error_13,train_score_17,test_score_17,train_relative_error_17,test_relative_error_17,train_score_21,test_score_21,train_relative_error_21,test_relative_error_21,train_score_25,test_score_25,train_relative_error_25,test_relative_error_25,train_score_29,test_score_29,train_relative_error_29,test_relative_error_29,train_score_33,test_score_33,train_relative_error_33,test_relative_error_33,train_score_37,test_score_37,train_relative_error_37,test_relative_error_37,train_score_41,test_score_41,train_relative_error_41,test_relative_error_41
6.796386643140173,7.624932270666955,27.805794118766322,27.683109139924074,6.668864806367668,7.59277675731875,28.79371077332592,29.50669818104525,7.319013763632713,7.996592201582094,31.162495792787727,30.90982208570784,7.213697010675274,7.682859418036097,32.20307731999387,31.52732604344937,7.312069700448058,8.60081518138249,30.05648521475023,31.03574226698778,7.0798487668603585,7.77892941116631,29.075671041723542,29.232122758458804,8.238292880319339,8.587501622702385,31.148368170221826,30.260531033332015,7.687865272893506,8.791446884968677,28.91922397662271,29.949369456139973,8.080906886228293,8.521298706344293,30.202165836838994,31.230867253001634,7.573063652770211,8.337910711860864,29.504799231277925,30.213790628245196,7.501824188284409,8.58054873560088,29.683854871663115,30.75075257077522,7.531845333265303,8.997446352983175,30.622192911886465,32.45266081755223,7.663541181673752,8.574943263875424,29.461492487612936,28.67058867727015,7.5850499106031135,8.620397527163696,29.66630861865066,27.147619340476428
6.767058892958209,7.588771125605333,27.53021830665404,27.73825081890321,6.963354540637675,7.68926920693064,29.29326795412851,29.459352092150215,6.716946975119818,8.032157540859734,27.588699967371706,28.964607876489953,7.19849039497471,7.886666059844754,29.442383835507474,30.039593814706112,7.482606084414824,8.20915869547811,30.679641942012513,30.735577305695656,6.981707001009778,7.854986374107386,30.9925532839872,30.56307729560826,7.743594747866482,9.206537977716902,30.23141556613146,30.7707967890685,7.651040059972016,8.095808165390592,30.67191337770743,31.838743402150946,8.282457469654208,8.602295090384255,30.381653907611977,30.952477605759427,7.7426702783144385,8.674205848103561,31.159809843682535,32.66885269114541,8.003508562784248,8.479443398504609,31.584775832773634,33.12761102108157,7.703095795304713,8.80093247220287,29.309455507858527,28.80702029561559,7.955370163767914,8.605466793168771,29.671874492329962,28.13305357899142,7.841988654272599,8.28221656711998,30.140903205518594,26.34024697529583
6.762576792620538,7.788731480748437,31.90072387431547,31.727046803937085,6.852657025386531,7.791366866496239,27.807834948057863,28.470364943704794,7.290457541283968,8.11275773126796,30.64080309861848,31.121984938211554,7.6064959343306375,8.188017613814685,30.153539340663073,30.47195646919692,7.487824436787551,7.965291031743167,30.51089735607549,30.35368775347163,7.389211007162027,7.997087867479924,29.604106401342033,29.03940214214323,7.602905240552667,8.4618360884842,30.153466667600505,30.246943213046944,7.687440387477642,8.283494108116106,30.46072885964848,30.779243482573854,7.8382471750458675,8.450226263306636,29.232622304687396,30.067797833471353,7.755814440991002,8.515427631343771,29.99308035534219,30.20491041318764,7.357606423790168,8.333141008783146,29.369185912661592,30.358609589522057,7.800972310790363,8.50552693255274,30.084719782617743,29.250932902434656,7.823623840093174,9.145740335092848,29.446003306523096,28.01527285280646,8.130203294272507,8.963017459721287,31.599447540491784,27.622211508490174
6.862990681742181,7.5221110150727535,28.301716212679462,28.089440092494563,7.3780343665560855,7.779149743180577,29.041290326977787,28.848399498482888,7.035659971578696,7.878768343371727,28.539687870990765,29.41582651484454,7.481566523497685,7.813973714723527,31.9378385551783,31.615975576908554,7.349280167622743,8.118770713671873,32.45179649018651,31.881049845341522,7.5911771627797355,7.9066094537845,29.25785984750506,29.3851809469364,7.101309349943432,8.142348306532421,28.778103632730275,29.365205644800636,7.847183172473923,8.232489892382178,36.613013385860256,36.47775595073717,7.74721353296414,8.532845967897336,29.518966455707428,29.700992287197028,8.05307046921628,8.80979941617442,31.865005507370213,34.18406749458162,7.997659996466836,9.012803388239888,31.76497266010396,33.25237402841979,7.680985941534423,9.63831383688253,30.09016684906263,31.97443757555339,7.072064511583101,8.802109444467602,28.742323998403517,28.566696547217692,8.149005334226732,9.007292133008638,30.709375435746416,27.232562549447632
6.517064304101961,7.668911914929122,27.385541864195723,28.16452874467935,7.370957184182406,7.786691256788537,29.832371905321033,30.413628706823804,7.189690977212447,7.974110072788224,28.70102032733199,29.537911305721767,7.569297360762483,8.554062784758878,29.805523582813084,30.623573674126693,7.510387153824038,8.093552201639215,29.403258281180605,29.700139949090516,7.615340857040087,7.912417339237091,29.670560895352516,29.198919824993066,7.396059743531156,8.867022609282767,31.4913723132302,31.751776593016125,7.935561219264695,8.32679906475076,31.333680594285983,32.33947547224518,7.574239503720925,8.303329957216105,29.42194303051564,29.82279983153662,7.145274783070582,8.454876509833658,29.205255253355745,32.14477387993736,7.475820343795565,8.28767982743531,29.517980227387113,30.571127540461507,8.162373191184102,9.73851713517393,34.057911344036825,37.483713607006315,7.539922219738316,8.760723942441325,29.328400395914908,28.578639680297506,7.967478766673776,8.599393024064254,29.600141287345835,26.742783051006587
7.09287137921104,7.589040292086609,32.405015954717896,32.10776564853712,6.928937210424589,7.5557523998655185,27.758055370824817,28.528966966966706,7.140053519674172,7.698815059577536,30.13338289967239,29.668980115189783,7.004536875231248,8.26192233905396,28.058446373986104,29.252012584949657,7.374297546540618,8.029801875106594,35.016300898993954,34.15588116349664,7.464423263351043,8.066438175588535,31.937385214980964,31.0831342576236,7.975903449698378,8.347224180457225,29.89556207525847,29.8908831436582,7.605403621655685,8.427107799492985,29.434548827270646,30.308954919498085,8.349566155775067,8.55028805704165,29.616813245416388,29.342455108557903,7.514738626063127,8.90529778413901,30.602786356906048,32.15241855910416,8.233425776297397,9.110223608849429,32.00699510961105,34.32979510949124,7.437537275439831,8.582997080194025,29.340346265144763,29.346229388698546,7.968216265690149,8.39196102508345,30.23300783085734,28.17785097509959,7.274207980200922,8.40331731009315,28.102982161753417,26.573090318007885
6.850752680981552,7.581711890277549,28.196675555156812,28.406870448267558,6.82666466385223,7.720970694945047,29.84304954177464,29.916983966563112,7.696862670777521,7.894791618967711,30.102986079518036,28.986232816540145,7.0499875709126405,7.705191078695569,27.985223508669602,28.61743913857951,7.690221551108952,8.054236861592118,29.99699925117283,29.73820873145766,7.759994711322629,8.086639600353937,30.066850695544844,29.29573688371056,7.3626669670637535,8.181662691593942,30.197181875483246,31.18145883861153,7.521626730595104,8.548387048583376,29.30503886395171,29.65607449954835,7.647279127630098,8.206409074616756,28.95375532190842,28.949552678880107,7.833897394560572,8.064865794208709,30.05325254196643,31.60915017341822,8.221408295572868,9.188886918769532,33.95596364628624,35.46758366645919,8.26304904810504,9.01865425472846,31.509216474221294,32.09531811994508,7.823976182532081,8.32452778018224,29.139883228358997,27.362853510728165,7.152013259932052,8.710590409824736,29.405786051256104,27.42410574709305
6.46239393710405,7.530062516414677,27.20041574396202,28.10156343333108,6.983076841869832,8.020844507905673,28.15611533809018,28.835280166754927,7.3758985560675105,7.8557208423290925,28.95449726631299,28.609175954148988,6.922556406854968,7.935098477133744,29.20782696622137,29.785434319585434,7.455061739938328,8.078379479704958,31.98697817625886,31.140135699662594,7.641106025489074,8.299549099520746,32.08347035414133,31.45033211412923,7.588526399872255,8.273447519548483,30.545308788175277,30.574023951830153,7.923884227015969,8.14220257731172,31.06364962937742,31.622835676820323,8.026376705134396,8.908628592357239,30.881148783033808,32.018589402793054,7.855289439663219,8.309035600624199,32.095424493527766,34.31390987347316,7.323936629890284,8.443722010658211,29.260244316359007,30.26185717165685,7.946399309489127,9.053035469123968,31.625837569419417,31.53221952981754,7.618828044017832,8.733735193306643,29.142660816224684,28.163622620859993,7.9933754608996574,8.564209550928854,33.45686823688768,30.278158225154428
6.607453809208408,7.575589658928785,28.37064970434937,28.54470383781325,6.776811392751496,7.708394734148353,28.096983048346747,28.734411908328305,6.779658288572947,7.889121229839955,27.92640602575406,28.858545290721533,7.185441499391928,7.99652459186654,31.829149603099175,31.426481867220264,6.886892804052024,7.752316253258684,28.492987327115063,29.284717280646746,7.451365228989197,8.056250805485213,29.58958536825128,29.469832159950837,7.552079604509256,8.22902791631745,30.04537943321233,30.221569212285544,7.568947329144344,8.149979608011417,29.200870223055375,29.380642261137957,8.079543863118172,8.820046864191584,31.30411238070308,32.72871948870777,7.927391380890792,8.431525880634952,33.9151417313143,37.83875915369297,7.591641076810572,8.530436927309774,30.140034551985153,31.199047360620586,7.893046751628001,9.203674147732148,29.680999421586062,29.345148801695117,7.680778217415125,8.529231873110884,29.806863323619677,28.646732194685175,7.690614858683014,9.056833299720692,29.5054261375268,27.691819079745503
6.694856702924012,7.411362383081243,27.2575210442038,27.53649491963862,6.9466308109942165,7.696780651860182,27.87183656241871,28.186908898442777,6.990095066069311,8.200320317429394,29.39957589301542,30.130326948367575,7.660998838874764,8.318376248969455,30.04943362162057,30.33750940573739,7.239099675844607,7.895809536146783,29.729384789618237,29.955371958906753,7.107127509098222,7.791632730982242,28.960698744459595,28.97973728239974,7.801633242961961,8.095968565895925,29.10789858920967,28.799303493119123,7.861584273127006,8.442494886233948,30.6001070077357,31.310367471031263,7.870331214189424,8.685482894613354,31.79730423461786,34.322814857836924,8.029585484770955,8.409183224850365,30.37195367158634,29.504849830016177,7.283608739323669,9.052341445515482,31.58733252270045,35.07080078983704,7.850010947116992,9.49859851796604,29.817122542624617,31.05381562291526,7.99229832354582,9.065619748867153,31.04805915147116,29.83396247056366,7.683354571837212,14.782952127468224,30.21587275579292,32.21410487964761
