train_score_31,test_score_31,train_score_41,test_score_41,train_score_51,test_score_51,train_score_61,test_score_61,train_score_71,test_score_71,train_score_81,test_score_81,train_score_91,test_score_91
8.885460477075139,9.825392300442171,9.938332751855906,11.189000590960331,8.842379580100818,9.182374307233282,9.598655035137336,9.999509676629769,9.042793930548319,9.78329898140644,8.481037159439325,8.931160390982965,9.839761485206104,9.95545674483748
9.450456668862529,9.41333335983945,9.316371358656381,9.43368298265224,8.896331362901572,9.035739046324027,9.358694110815543,9.390322127899346,8.36343194888995,9.838083541449347,9.754235868465011,10.00728698584327,8.816550962307769,9.318829861672231
9.433905101440835,9.337434213298511,9.410884176417746,10.062705526527335,9.313371180504177,9.786698837882131,9.839678140480817,10.229163862572266,8.739316691239017,9.885402988883913,8.776691405811375,9.6009638372498,8.600979332548008,9.092397339848603
9.326362394259316,9.76854932970205,9.551353879195778,10.41958793279559,9.24161817606653,10.368781661153271,9.641083079382906,9.763591846688628,9.473528375202255,9.686653263251316,9.199871427653042,10.138873063019473,8.903951756975351,9.72104812612716
8.894495042894736,9.342590743480791,9.70428503753242,10.210531328495119,9.14544948058775,9.48402423248751,9.83427819223008,9.955972641509527,9.886953192425972,10.092217649299442,8.808184176913482,9.321472285161992,9.270673713625673,10.12063475724105
9.054538462701172,8.992712971775854,9.084001459173647,9.384518702833368,9.578204962541108,9.554169669335401,9.704552556805853,10.473738918480727,9.077301662441787,9.78880219961682,8.808328018021877,9.760830951702118,8.374146657552476,9.002105722353546
8.562393936343378,9.349719441335692,9.06811226002121,9.465746786440421,9.27047579278475,9.184251633542472,9.402062395639536,9.712261727016585,8.533635708892739,9.124065699517308,8.935201910158098,9.721721894698948,9.095400159606827,9.262850804523364
8.572996574090945,9.300136340628125,9.343645088780303,9.690475543210118,9.427471985016204,9.876610617165918,9.398490501232933,9.732363096020732,8.8697234825826,9.2244503197738,9.602502109003952,9.736837409582842,9.197994775709091,9.317370483024895
8.81831057056651,9.483990585204785,8.906112759844184,9.710060401288041,9.353552159268247,9.909809787897139,9.225356776121341,9.643257016191866,8.614525664808614,9.336912791684401,8.977425285738649,9.442789915152074,8.79645272396406,9.447429079032139
8.79328680876409,9.70783243176072,9.240889225867551,9.791745122400481,9.412994271465745,9.569307902808111,9.067507906899957,9.963900628884947,9.160558105124721,9.70819988813606,9.470313073478993,9.642497392986563,9.69923930761979,10.101342631912432
