train_score_1,test_score_1,train_score_5,test_score_5,train_score_9,test_score_9,train_score_13,test_score_13,train_score_17,test_score_17,train_score_21,test_score_21,train_score_25,test_score_25,train_score_29,test_score_29,train_score_33,test_score_33,train_score_37,test_score_37
8.14318254726394,9.244592532813805,8.637284328123298,9.566434646020095,12.884680006448285,13.615605282451154,10.096693007189726,10.654338434105567,8.94207048474773,9.249199214956663,9.22431683823369,9.267399984921706,8.541894823093001,9.693303391686689,9.732756287074704,9.737297114429197,8.855496276409445,9.193864166974425,8.906922911043244,9.372731618835275
8.040748873976913,9.075252710665692,9.124348301119838,9.594416784873133,8.55401371072743,9.245456023255265,10.777125157726335,10.931553560512036,9.334707556315472,9.643650791956661,8.655090848851753,9.408532539357095,8.962817870000638,9.277581169309782,8.178996591329286,8.990618798567116,8.934400649036673,9.366993004261849,9.678651655433038,9.974171999376038
8.255451439892784,8.956694783477548,10.020113341709093,10.186892322676,9.964169774884324,10.297749888728566,9.715153168374249,9.789028263064283,8.573981239066661,9.414037950131338,9.231545329400522,9.568313107576284,8.535515397980223,9.71305131573508,9.766224047533436,10.23262991951923,9.09440328222437,9.25469670515016,8.649271541982593,9.266144582104975
7.91481216929133,8.918375639728023,8.264245430334562,9.313294814375855,9.670460172105347,10.063578988308654,9.227201193698493,9.643393247281043,9.066421982758719,9.762416941940115,9.65944820199112,10.759723222077657,8.345797340552844,9.651652219110018,8.101431050014472,9.53476740688493,9.304653972007221,9.76194533925623,9.195704861442891,10.053073017234228
7.673982903299791,9.052886328519657,8.780319226950446,9.295945728946059,9.952780137789597,10.461403435989672,8.982211520382686,9.700229983935527,11.382715814137393,11.95589052536654,8.957579945529028,9.272636093538877,8.645154460213877,9.32225056836779,8.575624043812827,9.183238110077369,9.1240780293405,9.514423503224274,9.286348445327626,9.937778941424925
8.049617582940382,9.315907036501105,9.904676043551778,10.07626581950515,8.32404833186096,9.29186200396931,8.765330143322101,9.241191043982038,9.243078229504354,9.939524315048699,8.466006723048045,9.40598168848854,9.623257111747936,9.40033718914621,9.067791858814983,10.185674582472405,9.228299670736682,9.583999352584135,9.229102037093073,9.55736817018067
8.178863963358227,9.21670937657659,9.182893617919573,9.494901683113886,9.344539249774758,9.527995312691903,8.853882103005917,9.546554016273944,9.64147723444768,9.162796914314288,9.983716494837736,9.995913917764506,9.08620240910412,9.529854375112256,8.694825878672399,9.097516685119476,8.871783375172823,9.519100011773054,8.941752201961593,9.092251525917252
8.23391809848206,8.743065510629135,10.513047270727027,10.579138172432586,9.532738770460252,9.864852646736292,8.869634915871169,9.396472431382783,8.555110226291283,9.311460403145201,8.818860870460377,10.147765824819096,8.687003334480826,10.059036018204829,8.734441432454647,9.558400286317822,9.275291653558913,9.617539897620214,9.281794563977675,9.318971176098524
8.281840988843902,8.9917820672997,8.89666241852388,9.488740060945954,10.11479968472866,9.956003751552371,8.888079475281064,8.899823514531532,8.766259316368322,9.394459525775641,9.138938317028774,9.654893178344278,8.855209037221519,9.333935676260538,8.592457198557211,9.435805101482629,9.105341976861943,9.443051035744766,8.946518355120244,9.912257646081558
8.744135701394839,9.357094999870757,9.33295241512959,9.61218840986242,8.991442258730324,9.232935677269648,9.029051040660004,9.241243629812756,9.662872526137376,9.964173870077689,8.592225276367403,9.532377164203535,11.367157860775118,12.019870986324355,8.746582428188775,9.729925547120642,9.68827084701861,9.836356636056925,10.82551538277335,10.590546379632574
