train_score_17,test_score_17,train_score_21,test_score_21,train_score_25,test_score_25,train_score_29,test_score_29,train_score_33,test_score_33,train_score_37,test_score_37,train_score_41,test_score_41
8.94935553879669,9.160873054734186,9.279294259165802,10.683765318189376,9.23118593553546,9.76465009187364,9.332200288209025,11.2731576496153,8.871177092362975,10.14142561605485,9.335933305399655,10.117709993786594,9.379297460228006,9.75417654038809
9.61289458643005,9.710106483888994,9.165888815648353,9.602731567646748,8.503132391148,9.304114693485694,9.363293774910854,11.659286473380734,8.926149360306848,10.926332615194175,9.75253909292248,11.059583726592567,9.757952280081216,9.721482966211651
13.518062575734742,16.949290693190633,8.891751214668213,8.95852096113433,8.812752990511113,10.134457796485703,8.884449761573201,11.052207101344635,9.264176370818289,10.947467208005381,8.951818870809122,9.79744111718548,8.993957894046897,9.264616959311502
9.194082299798714,9.330842410304978,8.882925716161687,9.332169527942296,9.101948714276624,9.407542004650296,9.109344142442103,11.111900284332975,9.109894239587996,10.833782716217495,9.453830302900501,11.311571546623805,9.12802437673375,9.185701331038064
9.183468370793598,9.627255541835735,8.814860507403463,9.29367189183092,8.725548906164102,9.366616687816,8.83671014192023,10.62411983986964,8.850672577732647,11.085435500221028,9.29469880893779,10.595006061504687,9.835236408498076,9.613925668223999
9.652956695633174,9.37296083358541,8.804508190873191,9.645605403271615,8.889307034170342,9.97910381184371,8.916862705251745,11.2120105327173,9.699947656703023,12.504788389106915,9.52854258003323,10.707158469926533,9.400136812703645,9.702926442330115
9.110774129241964,10.053564302415188,9.450307251052484,10.516451733045674,8.939310965651094,9.650656064292704,9.039132711628167,10.866044323901809,9.490993126087327,11.60597562976193,9.148010000982989,10.694468174011064,9.162245514611461,10.046511964763715
9.511342075483313,10.60397570646041,8.976768247346687,9.991806524333022,9.088005727119858,9.78414110965648,9.02110353838683,11.091806100717072,9.32027220268575,12.250829153516166,8.846101611127876,9.777547324472057,8.86520810316758,9.881479107380645
8.818032954792622,9.303838399574833,9.009393403526603,9.907247135466596,9.067319015888124,9.7411534720107,10.134829551887444,13.556209942641495,9.172961928850508,11.435695124774767,9.06226705720939,10.342747989453088,9.181167016995516,9.63431045534701
8.783174575845202,9.54576909020139,9.090661083999175,10.268310792123193,9.277388672230522,9.314877512777976,8.925754796289375,11.615495292577359,8.804422762814667,11.106253432093416,9.643724964776624,11.424665066607414,8.949199340218623,9.592175253805825
9.187649769199355,9.474271473179597,8.868374243524222,9.924731742555892,8.94123922821593,9.586469088353725,9.158374449488582,12.059404186822606,9.014159280011462,10.105201534876429,9.172004134257863,10.291961553657512,9.07827630610266,9.454397270445213
9.36217143574965,9.409011142551996,9.457857765830955,10.587769118846337,8.900692912211861,9.446070624275412,9.153390116421527,10.864158003447569,9.138536911635288,11.460158567604543,9.219877623472504,10.206937210107668,9.156222514528997,9.791426409923675
9.829755922070369,9.67859981999938,9.199054005610275,10.1008091418279,8.930318474677312,10.17597318091253,9.556843869976396,11.88684175959841,9.755655307703996,10.476660057516618,8.733858409746716,9.481886820884128,9.20957873833355,10.058564470202805
9.229050319988808,10.247622563529552,8.793244807816432,9.760963465845597,8.911205519770247,10.745157748115233,9.38829883384507,12.360212787546821,9.532267435890772,10.912592225589457,9.272394440748757,9.84947326103916,9.237326581621963,9.425317533881817
9.38390627566758,9.837720409860644,8.954101602884528,9.561084892854891,9.037230187199992,9.752824228371828,8.855838285594112,9.903573921403625,9.59457342672578,12.500886829632119,9.545937265864989,13.001338888746853,9.95594760371,9.779228806329941
11.079114857250794,11.329925882343016,8.975495167650207,9.916818709586838,9.244673094772336,10.200231909010384,9.570380541077787,13.619111396525645,9.001173265511637,10.828456525698504,12.090841553272558,11.562003038955519,9.370530435284982,9.946956034475813
9.96307213418354,10.080444466944304,8.916880991141753,9.77677973235803,9.219729882963025,10.861560101444747,9.213370045885805,11.884729135947481,9.430157914860155,16.32368049024174,9.315519415998713,9.826992127381383,9.20637652373801,11.25875902543301
9.692012770364817,9.46178508659803,9.241791471511648,10.035226393740539,9.58208765529654,9.75804277598107,8.921963275236742,10.008304934925922,10.002251146979175,11.110716036649299,9.128018618108538,10.393775572845383,9.49320896577797,11.003883261298508
9.621304552768837,9.403270244942188,9.079240484101753,8.977832233043406,9.107976771252627,11.489545108607576,9.05301068348469,11.721214306074671,9.448430195771392,11.255393000161332,9.345846356248346,9.87151641706688,8.892823227777448,9.240634823454117
9.780558709572803,10.342334989502087,9.158710728857644,10.471003507306522,9.39629084035487,9.535494201492059,9.310691904970225,11.958382984254696,9.430781394068042,12.401158231335987,8.970294395464025,10.625242664037891,9.73812234775487,9.866073097350693
